id,MonthofYeah8_count,MonthofYeah3_min,MonthofYeah1_count,MonthofYeah9_sum,MonthofYeah5_min,MonthofYeah7_mean,MonthofYeah8_median,MonthofYeah4_min,MonthofYeah9_min,MonthofYeah1_median,MonthofYeah7_count,MonthofYeah4_mean,MonthofYeah10_count,MonthofYeah6_min,MonthofYeah12_count,MonthofYeah8_sum,MonthofYeah7_sum,MonthofYeah8_mean,MonthofYeah11_mean,MonthofYeah2_count,MonthofYeah9_max,MonthofYeah10_min,MonthofYeah9_median,MonthofYeah7_max,MonthofYeah3_sum,MonthofYeah1_sum,MonthofYeah11_min,MonthofYeah12_median,MonthofYeah5_median,MonthofYeah12_sum
41,19.0,0.01,19.0,776.74,0.01,13.5906896552,1.2,0.01,0.0,1.3,29.0,6.49732673267,64.0,-5.4,61.0,124.9,394.13,6.57368421053,10.5835714286,0.0,200.0,0.01,2.0,100.0,830.32,51.63,0.01,4.8,1.95,458.68
42,114.0,0.01,83.0,1093.33,0.01,6.13110687023,1.5,0.01,0.01,2.1,262.0,5.84739130435,150.0,0.01,181.0,778.95,1606.35,6.83289473684,7.18148571429,39.0,300.0,0.01,1.0,300.0,996.24,416.31,0.01,1.8,2.0,868.44
43,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,172.8,0.0,8.22857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,14.0,0.01,64.0,1114.52,-4.66,7.73346938776,3.0,0.1,0.01,3.445,147.0,6.88913043478,119.0,0.1,146.0,139.4,1136.82,9.95714285714,7.26673758865,4.0,200.0,0.45,3.0,200.0,1029.67,434.15,-22.0,4.5,3.6,1369.68
45,30.0,0.0,63.0,1405.8,0.01,9.7911971831,5.6,0.01,-1.44,1.0,142.0,8.595,132.0,0.01,170.0,391.25,1390.35,13.0416666667,9.09947368421,5.0,200.0,0.01,4.6,200.0,1411.31,235.73,0.01,4.5,3.0,1708.58
50,1.0,0.0,27.0,1264.68,-3.12,4.6758490566,1.0,-3.18,0.0,3.6,53.0,6.47487804878,139.0,0.1,95.0,1.0,247.82,1.0,7.71355769231,12.0,300.0,-3.9,3.37,100.0,825.63,193.09,0.0,3.4,1.8,615.44
51,4.0,-0.66,61.0,765.81,0.01,8.25873873874,0.8,-0.66,-1.08,4.5,111.0,8.0224,138.0,0.01,139.0,4.65,916.72,1.1625,7.62535947712,0.0,100.0,-3.42,3.6,100.0,975.97,391.02,-3.48,4.0,4.0,1168.15
52,6.0,0.0,47.0,960.22,0.01,3.18666666667,9.1,0.1,0.1,3.78,15.0,9.31347826087,62.0,0.6,109.0,134.9,47.8,22.4833333333,9.92039215686,0.0,200.0,0.0,3.065,8.6,995.91,484.9,0.01,5.0,4.0,1091.89
53,22.0,0.01,63.0,1639.9,0.01,8.34971153846,3.45,0.01,0.01,4.5,104.0,9.23717948718,174.0,0.01,158.0,291.73,868.37,13.2604545455,6.01052631579,8.0,200.0,0.35,4.3,170.0,2057.16,351.57,0.4,3.95,4.0,1279.53
54,45.0,0.0,52.0,1063.85,0.0,11.4771428571,4.88,0.1,0.01,4.6,119.0,10.12,175.0,0.1,131.0,436.8,1365.78,9.70666666667,9.9445631068,2.0,200.0,-3.48,4.0,200.0,1270.66,453.9,0.0,4.6,4.5,1711.81
55,57.0,0.01,82.0,1242.49,0.01,6.13,3.2,0.01,0.01,3.0,72.0,8.11198717949,180.0,0.01,199.0,446.52,441.36,7.83368421053,4.91772151899,8.0,200.0,0.08,3.0,100.0,1171.97,554.84,-3.3,3.0,2.9,1543.85
56,0.0,0.8,9.0,800.1,3.0,0.0,0.0,0.9,0.3,7.8,0.0,12.5071428571,23.0,1.3,21.0,0.0,0.0,0.0,10.9538461538,8.0,300.0,1.0,4.6,0.0,210.2,60.4,0.8,4.0,9.85,175.6
57,0.0,0.0,0.0,0.0,0.3,1.9875,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.6,1.0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,6.0,4.3,6.0
58,117.0,-3.3,99.0,968.86,-3.54,12.3110416667,3.6,-3.54,-3.54,1.0,96.0,6.97536231884,168.0,-3.54,169.0,1323.82,1181.86,11.3147008547,5.37526946108,0.0,200.0,0.01,3.0,200.0,1457.18,468.99,0.01,1.5,2.79,1083.27
59,98.0,-3.42,63.0,877.12,0.01,7.5871641791,3.0,-3.54,0.01,2.0,67.0,4.80186046512,104.0,0.02,132.0,840.1,508.34,8.57244897959,7.64923076923,6.0,100.0,0.01,3.0,250.0,726.31,222.14,0.01,1.3,2.4,883.46
62,0.0,0.0,50.0,1663.09,0.0,0.0,0.0,0.2,-1.14,3.0,0.0,0.45,123.0,0.0,169.0,0.0,0.0,0.0,11.3630769231,5.0,200.0,-1.14,3.9,0.0,0.0,459.95,-1.14,5.4,0.0,1752.25
64,37.0,-0.36,66.0,937.39,0.01,6.9064516129,2.5,-0.8,-0.9,5.0,31.0,5.99197860963,88.0,0.4,132.0,301.55,214.1,8.15,7.16524752475,57.0,200.0,0.01,2.5,100.0,1337.53,638.46,-0.96,4.0,3.0,1035.12
65,4.0,0.04,43.0,705.44,0.17,7.61987804878,3.6,-3.36,0.01,4.5,82.0,8.95229508197,40.0,-0.12,78.0,11.38,624.83,2.845,6.39360655738,14.0,200.0,-25.0,4.0,200.0,1234.4,265.11,-3.54,2.45,5.0,741.14
66,75.0,-1.2,106.0,252.1,0.01,9.97456,3.9,0.01,0.1,1.15,125.0,4.21703703704,98.0,0.01,117.0,709.2,1246.82,9.456,7.19175675676,38.0,100.0,-2.0,3.0,126.0,1188.85,475.86,0.01,3.7,1.5,798.76
67,90.0,0.01,82.0,1010.9,0.01,9.744,2.0,0.6,0.1,1.3,75.0,11.3021276596,132.0,0.01,169.0,955.5,730.8,10.6166666667,6.79808219178,2.0,100.0,0.02,3.0,100.0,1242.14,503.18,0.01,1.3,2.0,1099.1
68,47.0,-1.14,246.0,1429.15,-14.0,4.34315068493,3.0,-1.08,-1.02,1.475,146.0,5.56609589041,278.0,-4.0,298.0,454.95,634.1,9.67978723404,5.58393258427,56.0,400.0,-1.14,2.3,100.0,1403.99,920.47,-1.14,2.2,2.5,1380.2
69,10.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,917.1,0.0,91.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,25.0,0.0,69.0,0.0,-12.6,9.64984126984,5.0,-1.02,0.0,5.5,63.0,9.55325,60.0,-1.2,94.0,330.2,607.94,13.208,8.86464285714,29.0,0.0,0.0,0.0,100.0,668.87,700.35,-8.0,5.1,4.75,1018.7
71,0.0,0.8,8.0,1226.99,0.0,0.0,0.0,0.0,-6.6,4.05,0.0,0.0,106.0,0.0,31.0,0.0,0.0,0.0,5.66530612245,0.0,100.0,0.0,3.0,0.0,199.4,33.4,0.01,2.6,0.0,273.8
74,109.0,0.02,113.0,916.06,-2.7,6.78242424242,3.0,-1.08,-4.6,3.6,33.0,5.44321167883,118.0,-4.7,224.0,680.76,223.82,6.24550458716,6.28171875,41.0,100.0,-0.78,3.5,50.0,1100.82,630.76,0.01,3.0,2.15,1412.88
75,17.0,0.05,86.0,763.03,0.3,0.0,3.0,0.01,0.01,3.0,0.0,5.90228571429,170.0,0.04,214.0,90.18,0.0,5.30470588235,6.40420212766,0.0,100.0,0.04,3.5,0.0,1428.35,546.91,0.02,3.0,3.0,1296.1
76,37.0,0.01,42.0,1710.44,0.01,5.91162790698,3.0,0.01,-1.14,3.75,43.0,17.1909803922,146.0,0.1,130.0,605.56,254.2,16.3664864865,10.7596923077,33.0,200.0,0.01,4.5,50.0,1226.25,296.43,-1.92,1.45,9.5,952.66
77,48.0,-3.18,28.0,1022.21,0.1,19.9377108434,3.5,-3.42,0.01,3.6,83.0,16.4052380952,50.0,0.0,60.0,359.0,1654.83,7.47916666667,20.9360655738,5.0,200.0,0.01,6.2,200.0,1085.4,361.18,0.1,3.9,10.6,403.49
78,37.0,-0.78,92.0,674.03,0.1,8.16582417582,3.0,-0.54,-0.84,4.16,91.0,10.4933333333,112.0,1.0,89.0,258.81,743.09,6.99486486486,10.4001886792,32.0,100.0,-1.2,5.2,300.0,1040.97,758.72,0.01,5.5,5.0,924.16
79,11.0,0.09,39.0,221.37,-5.1,4.55483870968,3.0,0.01,0.01,2.4,31.0,5.25623376623,78.0,0.05,103.0,177.55,141.2,16.1409090909,3.61990384615,0.0,10.0,0.01,1.8,35.0,569.5,90.43,0.01,2.5,2.7,653.08
80,11.0,-3.0,90.0,1081.35,0.03,2.61125,6.0,0.01,-4.5,2.0,40.0,5.84789473684,139.0,-5.0,208.0,354.97,104.45,32.27,7.49973684211,42.0,200.0,0.05,2.6,10.0,1191.0,247.6,0.03,2.35,2.5,1310.65
81,16.0,-3.06,88.0,1066.39,0.01,8.36202531646,2.8,-0.06,-27.4,1.8,79.0,8.94155555556,174.0,0.01,204.0,149.2,660.6,9.325,6.5402688172,0.0,200.0,0.0,3.44,100.0,1184.26,452.39,-3.54,2.4,3.1,1538.54
82,0.0,0.01,92.0,411.87,0.0,6.93962264151,0.0,0.01,0.01,1.0,53.0,3.13107142857,102.0,0.1,130.0,0.0,367.8,0.0,6.66058252427,21.0,200.0,0.01,1.6,100.0,201.44,362.15,0.0,2.0,0.0,815.46
83,101.0,0.3,71.0,47.33,0.01,7.60833333333,4.5,0.01,1.0,4.2,42.0,2.02818181818,0.0,-3.54,123.0,1058.58,319.55,10.480990099,0.0,0.0,10.0,0.0,2.215,100.0,369.82,796.19,0.0,3.5,0.7,1055.65
84,8.0,1.0,40.0,1242.13,0.01,4.1405,5.5,0.3,0.01,2.15,20.0,6.54418604651,78.0,1.0,100.0,137.4,82.81,17.175,8.30836363636,2.0,200.0,-2.94,4.65,7.8,539.6,249.42,0.02,3.6,2.7,827.84
85,74.0,-0.96,94.0,1121.72,-3.42,6.45810344828,2.8,-10.4,0.01,1.8,116.0,6.90234636872,189.0,-0.9,221.0,553.7,749.14,7.48243243243,4.82909090909,5.0,400.0,-3.42,2.0,400.0,417.18,598.39,-3.54,1.6,1.9,933.63
86,13.0,-3.48,100.0,1363.48,0.01,7.79298245614,1.3,0.1,0.01,3.2,57.0,7.08786666667,122.0,0.1,143.0,232.51,444.2,17.8853846154,8.49450381679,36.0,100.0,-3.54,3.5,100.0,1170.24,743.1,-9.1,3.0,3.0,1077.78
87,14.0,0.0,0.0,0.0,0.0,0.0,6.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,626.15,0.0,44.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,4.0,0.01,64.0,1270.1,0.01,10.598452381,6.3,0.01,0.01,5.2,84.0,10.4315702479,126.0,0.01,132.0,26.5,890.27,6.625,8.99533898305,35.0,200.0,0.01,5.25,100.0,1070.36,597.52,0.01,5.0,4.5,1246.6
89,0.0,0.1,13.0,1246.05,0.0,0.0,0.0,4.6,0.01,1.5,0.0,12.6833333333,119.0,0.0,86.0,0.0,0.0,0.0,9.52893203883,11.0,100.0,0.01,4.5,0.0,828.97,39.12,0.01,4.6,0.0,841.85
92,3.0,-1.14,65.0,479.66,-1.02,6.04761904762,0.1,-0.3,0.1,1.2,42.0,7.08281818182,45.0,-0.18,105.0,100.11,254.0,33.37,8.35036697248,27.0,100.0,0.02,4.5,100.0,737.42,238.31,-1.14,3.0,3.05,448.41
93,66.0,-1.14,36.0,783.67,0.01,7.36588709677,4.62,0.01,-0.72,0.7,124.0,3.12794871795,113.0,0.01,116.0,922.27,913.37,13.9737878788,5.49621621622,10.0,163.37,-3.54,4.0,300.0,1485.31,261.21,0.01,2.35,4.6,787.31
94,59.0,-1.14,127.0,946.13,-1.14,5.22448051948,3.6,-1.14,-1.14,1.2,154.0,4.64354166667,208.0,-1.14,246.0,292.2,804.57,4.95254237288,3.35174089069,42.0,100.0,-1.14,1.2,100.0,1111.36,550.44,-5.8,1.0,1.2,997.55
95,131.0,0.2,54.0,473.16,0.2,6.35384615385,3.5,0.2,-6.2,4.0,65.0,6.35664122137,119.0,0.2,120.0,1085.92,413.0,8.28946564885,6.823,2.0,100.0,0.2,2.5,100.0,1027.62,327.19,-5.0,4.0,3.0,1085.56
98,45.0,0.15,67.0,817.54,0.01,5.41210526316,3.0,0.01,0.04,3.0,57.0,5.65008196721,113.0,0.01,139.0,244.09,308.49,5.42422222222,6.94916666667,26.0,200.0,0.02,4.0,100.0,840.57,337.0,0.01,4.5,4.0,978.66
99,54.0,0.01,53.0,823.54,0.01,7.75685950413,3.9,-1.8,-1.14,3.1,121.0,7.1749,93.0,0.01,112.0,297.23,938.58,5.50425925926,5.30281553398,3.0,200.0,0.01,3.8,200.0,997.51,219.47,0.01,3.15,3.1,982.5
106,90.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1988.08,0.0,22.0897777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,18.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,259.31,0.0,14.4061111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,28.0,0.01,68.0,882.88,0.18,12.173125,1.9,0.01,-6.0,2.0,16.0,8.5176,63.0,0.6,107.0,75.71,194.77,2.70392857143,6.90653846154,12.0,100.0,0.01,3.63,100.0,611.2,281.7,0.01,4.0,3.0,806.83
113,5.0,0.01,21.0,570.95,0.02,11.48,4.4,0.03,0.1,2.0,25.0,5.82382352941,43.0,0.01,51.0,18.1,287.0,3.62,7.44924528302,0.0,100.0,0.08,4.6,50.0,684.46,55.08,0.01,4.6,3.415,563.14
118,0.0,0.01,89.0,1201.29,0.01,8.6,0.0,0.01,0.01,3.0,32.0,8.91876712329,236.0,0.01,223.0,0.0,275.2,0.0,5.62484251969,51.0,200.0,0.01,3.0,50.0,1761.5,545.53,0.01,3.0,3.0,1579.81
119,23.0,-3.18,17.0,1072.23,0.02,9.31057971014,3.0,-3.48,0.9,5.5,69.0,6.8385492228,57.0,-3.42,64.0,491.65,642.43,21.3760869565,12.8703846154,0.0,200.0,0.02,4.0,200.0,1474.14,201.89,0.1,5.0,3.0,796.63
122,16.0,0.01,94.0,1476.07,-1.14,9.20583333333,3.95,-1.14,-0.66,4.0,24.0,7.38837209302,140.0,0.03,174.0,277.17,220.94,17.323125,8.59706666667,26.0,200.0,0.01,4.0,100.0,1401.55,680.82,-0.78,4.0,3.25,1343.06
123,110.0,0.01,88.0,626.24,0.1,6.14229299363,3.1,-4.6,0.1,2.6,157.0,7.34841269841,136.0,0.1,135.0,707.41,964.34,6.431,8.53322368421,3.0,200.0,0.2,2.2,200.0,821.54,516.31,0.2,3.0,3.0,656.46
124,20.0,-1.14,20.0,1029.14,-1.08,14.29,1.2,-1.08,0.0,1.75,40.0,11.4348571429,83.0,-1.14,51.0,67.78,571.6,3.389,6.70112359551,1.0,400.0,0.0,3.4,100.0,647.88,164.6,-1.14,1.2,4.25,357.6
125,8.0,-3.36,23.0,1130.15,-3.3,3.65483870968,10.45,-3.24,-3.54,1.0,31.0,4.35142857143,97.0,-4.2,91.0,130.8,113.3,16.35,4.5824137931,0.0,200.0,0.02,2.8,19.1,597.84,73.41,-3.54,2.2,3.1,434.99
126,115.0,-29.0,171.0,1174.59,-3.18,7.74220338983,2.0,-3.54,-8.0,2.0,177.0,5.68656050955,160.0,-3.54,166.0,636.95,1370.37,5.53869565217,7.33544871795,66.0,100.0,0.01,2.0,100.0,1013.19,1056.43,0.01,2.0,3.2,951.22
127,13.0,0.0,51.0,1222.01,0.09,8.15632911392,1.9,0.01,0.02,4.3,79.0,6.92618055556,125.0,0.02,146.0,235.8,644.35,18.1384615385,9.39443661972,7.0,100.0,0.02,4.05,100.0,994.33,433.62,0.08,4.1,3.0,1034.93
128,3.0,0.01,67.0,1354.94,0.01,5.8,0.5,0.01,0.01,1.5,1.0,7.42946996466,165.0,0.01,166.0,8.82,5.8,2.94,7.54813559322,46.0,200.0,0.01,3.0,5.8,1323.91,383.65,0.01,0.95,1.9,1128.5
129,253.0,0.2,230.0,1976.16,0.1,6.9153559322,3.5,-13.0,0.4,3.8,295.0,7.73018382353,228.0,0.1,213.0,1814.81,2040.03,7.17316205534,8.52686363636,92.0,100.0,-4.6,4.0,100.0,1887.93,2173.93,-9.48,4.5,3.5,2161.11
130,9.0,-0.8,99.0,1544.14,-5.5,7.57277777778,3.9,0.01,0.01,2.9,54.0,7.10710982659,167.0,0.01,206.0,168.81,408.93,18.7566666667,7.19687116564,41.0,200.0,-0.96,3.8,100.0,1449.02,576.08,-0.84,3.0,3.0,1581.31
131,15.0,0.0,72.0,928.0,0.01,8.36048780488,3.0,0.01,0.01,4.0,123.0,9.23562162162,149.0,-3.54,175.0,48.1,1028.34,3.20666666667,9.75824561404,1.0,100.0,0.02,4.6,500.0,1152.79,250.61,0.0,3.0,2.2,1121.71
132,10.0,-0.54,76.0,874.6,-0.96,5.40490196078,4.6,0.01,0.01,3.85,51.0,8.2193902439,138.0,-4.6,145.0,232.62,275.65,23.262,5.07798611111,45.0,200.0,0.01,1.715,100.0,700.29,344.21,0.01,3.0,1.8,1072.79
133,14.0,0.1,39.0,524.27,0.03,4.44055555556,1.75,0.2,0.03,2.0,36.0,5.04023809524,84.0,0.03,128.0,76.93,159.86,5.495,5.25753846154,0.0,100.0,0.1,2.0,50.0,195.2,203.81,0.03,2.0,1.03,719.82
134,198.0,-0.9,110.0,1458.79,-0.72,10.15,2.8,-1.14,-1.14,4.0,219.0,8.97626315789,207.0,-0.84,198.0,1751.82,2222.85,8.84757575758,8.67943127962,49.0,400.0,-1.02,3.85,400.0,2377.05,1247.03,-0.6,4.0,5.25,1888.56
135,2.0,-3.18,38.0,279.43,0.01,3.10333333333,52.2,-6.9,-4.44,2.9,18.0,7.7585840708,90.0,-6.0,138.0,104.4,55.86,52.2,8.04954198473,15.0,50.0,-30.0,3.45,7.4,1024.22,262.44,0.01,3.0,3.4,1035.19
138,1.0,0.01,83.0,664.64,0.01,9.34745098039,0.0,0.01,0.0,1.8,51.0,8.07154639175,183.0,-5.0,237.0,0.0,476.72,0.0,5.07543778802,40.0,100.0,0.01,2.5,100.0,1174.94,363.3,0.01,1.8,3.9,1371.56
139,17.0,0.05,112.0,1594.61,0.0,10.122,6.0,0.01,0.0,0.915,65.0,6.95213235294,127.0,0.07,122.0,196.9,657.93,11.5823529412,11.1732727273,0.0,200.0,0.01,5.0,100.0,964.29,527.9,1.0,5.0,3.73,1281.85
142,7.0,4.0,60.0,1149.01,0.0,0.05,4.0,0.0,-0.96,3.1,4.0,0.0,134.0,0.0,117.0,315.1,0.2,45.0142857143,8.3856,0.0,200.0,-0.78,4.0,0.1,15.3,311.42,0.4,4.0,0.0,1055.23
143,38.0,-3.54,35.0,753.01,-3.36,6.88173228346,4.0,-3.36,0.01,1.9,127.0,7.05573099415,53.0,-3.42,75.0,369.95,873.98,9.73552631579,7.83563636364,5.0,200.0,0.01,3.5,100.0,1090.8,263.93,-3.54,2.6,3.6,479.36
144,30.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,325.22,0.0,10.8406666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,23.0,986.69,0.03,0.0,0.0,0.01,-8.2,0.6,0.0,5.3145,123.0,-4.5,126.0,0.0,0.0,0.0,6.54724137931,24.0,300.0,-11.3,3.015,0.0,916.47,38.36,-20.5,0.915,0.5,940.3
