id,地点21_mean,地点213_count,地点72_sum,地点283_sum,地点1733_count,地点118_sum,地点277_sum,地点232_count,地点2008_min,地点69_count,地点465_min,地点232_mean,地点179_sum,地点1113_sum,地点1155_count,地点879_count,地点972_sum,地点72_count,地点86_count,地点1760_min,地点241_median,地点282_mean,地点270_sum,地点118_max,地点585_sum,地点65_max,地点263_mean,地点1708_max,地点956_mean,地点664_max,地点550_mean,地点915_mean
14,3.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5.63170212766,0.0,4.6,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,6.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,5.0,0.0,6.8,4.6,0.0,0.0,0.0,0.0,0.0
20,6.41532110092,7.0,55.3,0.0,0.0,96.5,2.0,8.0,0.0,3.0,0.0,7.25,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
21,7.59210526316,5.0,0.0,0.0,0.0,41.3,0.0,36.0,0.0,0.0,0.0,9.45555555556,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
22,4.65488372093,1.0,0.0,0.0,0.0,68.8,1.83,17.0,0.0,1.0,0.0,6.59411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,5.5,17.7,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0
23,4.38102040816,5.0,0.0,0.0,0.0,72.6,3.8,66.0,0.0,0.0,0.0,5.55454545455,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,9.7,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0
24,4.3064983165,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,3.93333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0
26,8.32857142857,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,6.32794117647,11.0,5.0,0.0,0.0,105.7,0.0,3.0,0.0,3.0,0.0,8.36666666667,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2.89676136364,3.0,0.0,0.0,0.0,63.1,0.0,24.0,0.0,0.0,0.0,4.15416666667,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3.18821428571,5.0,0.0,0.0,0.0,21.5,21.7,6.0,0.0,0.0,0.0,4.16666666667,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,5.91422222222,0.0,0.0,0.0,0.0,37.9,2.0,32.0,0.0,0.0,0.0,12.41875,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2.9924852071,3.0,29.1,0.0,0.0,115.95,0.0,19.0,0.0,7.0,0.0,5.59736842105,0.0,0.0,16.0,0.0,0.0,7.0,0.0,0.0,3.9,4.8,0.0,16.3,0.0,5.6,5.04166666667,0.0,0.0,0.0,0.0,0.0
36,2.62958810069,10.0,43.6,2.5,0.0,44.9,0.0,21.0,0.0,4.0,0.0,3.58095238095,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,40.0,8.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2.50644400786,11.0,5.0,0.0,0.0,44.5,0.0,134.0,0.0,0.0,0.0,4.0276119403,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2.48261061947,1.0,0.0,0.0,0.0,0.0,25.8,125.0,0.0,0.0,0.0,5.1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,3.8277,0.0,4.4,0.0,0.0,83.1,18.89,35.0,0.0,0.0,0.0,5.06571428571,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,3.8,0.0,0.0,7.5,13.7,0.8,0.0,0.0,0.0,0.0,0.0,0.055
42,3.50704899777,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,6.66375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0
44,4.45518348624,3.0,95.4,5.5,0.0,0.0,0.0,28.0,0.0,11.0,0.0,5.65714285714,64.8,0.0,5.0,0.0,51.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,5.6,0.0,0.0,0.0,0.0,0.0
45,5.38493877551,2.0,13.8,1.0,0.0,0.0,0.0,15.0,0.0,25.0,0.0,5.63333333333,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0
50,4.57940298507,1.0,0.0,0.0,0.0,10.6,4.8,55.0,0.0,0.0,0.0,4.862,31.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,4.6,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
51,4.78552845528,6.0,21.8,0.0,0.0,110.6,15.8,32.0,0.0,14.0,0.0,6.2009375,2.8,0.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
52,4.77342857143,4.0,0.0,0.0,0.0,39.1,26.4,55.0,0.0,0.0,0.0,5.64654545455,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,3.77193277311,1.0,0.0,145.9,0.0,0.0,0.0,64.0,0.0,0.0,0.0,2.93953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08709677419,0.0,0.0,0.0,0.0,6.92666666667,0.0,0.0,0.0,0.0,0.0
54,3.68419642857,2.0,3.8,0.0,0.0,33.4,2.4,32.0,0.0,0.0,0.0,4.715625,7.6,0.0,11.0,0.0,0.0,1.0,0.0,0.0,4.8,0.0,0.0,8.5,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
55,3.03961130742,3.0,0.0,7.6,0.0,373.56,0.0,134.0,0.0,1.0,0.0,4.60671641791,5.6,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,14.3,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0
56,3.7375,0.0,4.6,0.0,0.0,5.8,0.0,12.0,0.0,0.0,0.0,7.725,0.0,0.0,0.0,0.0,13.8,1.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
57,8.93333333333,0.0,4.9,0.0,0.0,22.8,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,5.166,6.0,0.0,0.0,0.0,191.9,16.2,34.0,0.0,1.0,0.0,10.3147058824,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,4.19890625,2.0,0.0,0.0,0.0,282.0,67.5,4.0,0.0,0.0,0.0,9.775,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,5.01846153846,0.0,0.0,6.0,0.0,182.7,5.06,2.0,0.0,0.0,0.0,7.1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0
64,3.90224299065,3.0,0.0,58.5,0.0,109.0,1.33,18.0,0.0,3.0,0.0,4.81111111111,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.6,1.0,31.5,11.2,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0
65,3.94111111111,2.0,0.0,0.0,0.0,34.5,0.0,54.0,0.0,1.0,0.0,4.53888888889,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,6.0,0.0,0.0,5.53333333333,0.0,0.0,0.0,0.0,0.0
66,4.49030434783,2.0,0.0,0.0,0.0,213.5,0.0,4.0,0.0,1.0,0.0,4.25,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2.91013636364,1.0,9.2,0.0,0.0,60.4,1.5,34.0,0.0,0.0,0.0,4.02647058824,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2.89149456522,13.0,49.7,5.5,0.0,199.9,0.0,11.0,0.0,3.0,0.0,4.85454545455,11.85,0.0,1.0,0.0,5.0,12.0,0.0,0.0,3.1,0.0,0.0,7.9,0.0,6.4,4.51176470588,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,6.08613861386,2.0,0.0,2.5,0.0,24.2,3.2,41.0,0.0,2.0,0.0,8.38780487805,0.0,0.0,1.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,10.0,10.5,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0
71,3.115625,2.0,0.0,0.0,0.0,43.2,0.0,17.0,0.0,0.0,0.0,7.87647058824,12.0,0.0,9.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
74,3.23824175824,4.0,0.0,0.0,0.0,153.5,5.0,8.0,0.0,0.0,0.0,6.015,17.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,255.0,11.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
75,2.84084615385,1.0,5.4,0.0,0.0,48.6,14.6,95.0,0.0,0.0,0.0,4.28789473684,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,7.6,0.0,0.8,7.0,0.0,0.0,0.0,0.0,0.0
76,0.856475095785,1.0,0.0,0.0,0.0,68.0,0.0,14.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,5.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2.51558823529,4.0,0.0,0.0,0.0,18.1,0.0,6.0,0.0,1.0,0.0,2.98333333333,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,5.0629281768,4.0,8.6,21.0,0.0,8.7,0.0,30.0,0.0,4.0,0.0,6.73,4.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,8.7,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0
79,5.02682926829,10.0,40.1,0.0,0.0,69.2,0.0,5.0,0.0,11.0,0.0,5.38,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,3.27214605067,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,7.35614285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,3.18244274809,0.0,0.0,0.0,0.0,19.0,11.0,163.0,0.0,1.0,0.0,4.49202453988,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,3.9368907563,5.0,15.8,0.0,0.0,73.7,3.6,26.0,0.0,0.0,0.0,0.842307692308,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,4.05007194245,0.0,4.6,0.0,0.0,68.5,0.0,25.0,0.0,1.0,0.0,4.572,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,9.35,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,4.81648648649,1.0,0.0,5.0,0.0,347.2,7.8,4.0,0.0,0.0,0.0,8.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,16.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,4.69214876033,0.0,16.03,0.0,0.0,61.6,0.0,7.0,0.0,9.0,0.0,7.94285714286,9.1,0.0,30.0,0.0,0.0,5.0,0.0,0.0,5.4,0.0,0.0,5.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0
86,5.45805405405,17.0,30.07,16.0,0.0,68.0,31.0,59.0,0.0,24.0,0.0,8.14711864407,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,5.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,4.48744360902,3.0,4.6,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,77.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
89,3.59486238532,6.0,0.0,0.0,0.0,7.3,0.0,21.0,0.0,0.0,0.0,4.75238095238,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
92,2.51753623188,0.0,0.0,3.0,0.0,12.3,0.0,4.0,0.0,0.0,0.0,1.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.9,12.5,6.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
93,2.455,0.0,5.23,0.0,0.0,0.0,3.4,137.0,0.0,1.0,0.0,4.98832116788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,3.15762589928,3.0,54.5,0.0,0.0,34.2,7.0,64.0,0.0,3.0,0.0,7.95609375,22.5,0.0,1.0,0.0,5.6,10.0,0.0,0.0,4.4,0.0,0.0,6.0,0.0,4.6,4.3,0.0,0.0,0.0,0.0,0.0
95,2.69335025381,3.0,24.29,0.0,0.0,35.3,0.0,19.0,0.0,10.0,0.0,5.42789473684,97.16,0.0,12.0,0.0,92.0,10.0,0.0,0.0,4.4,0.0,0.0,6.2,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0
98,3.77435,0.0,12.8,0.0,0.0,28.7,0.0,3.0,0.0,3.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.6,0.0,12.0,10.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
99,2.71054545455,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,4.97663551402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,15.190625,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
107,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,3.98921126761,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,6.88964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,4.26133093525,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,6.96111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,5.83079234973,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,5.99047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,4.6333106961,2.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,6.71063829787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,4.60242774566,3.0,0.0,0.0,0.0,42.5,12.8,24.0,0.0,0.0,0.0,11.4833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
123,3.86223300971,2.0,132.53,4.0,0.0,29.6,0.0,81.0,0.0,218.0,0.0,5.55679012346,39.03,0.0,3.0,0.0,120.4,35.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
124,5.12041666667,10.0,0.0,0.0,0.0,140.5,4.2,9.0,0.0,1.0,0.0,5.63333333333,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,4.67704918033,3.0,65.8,9.5,0.0,51.6,0.0,6.0,0.0,12.0,0.0,3.0,9.8,0.0,6.0,0.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,12.5,0.0,1.1,5.26666666667,0.0,0.0,0.0,0.0,0.0
126,2.71083185841,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,7.37546728972,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,4.2915,2.0,52.1,0.0,0.0,86.0,0.0,26.0,0.0,4.0,0.0,5.58076923077,0.0,0.0,19.0,0.0,0.0,11.0,0.0,0.0,4.6,0.0,0.0,9.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0
128,3.59832167832,35.0,50.8,8.6,0.0,57.5,52.8,24.0,0.0,12.0,0.0,9.39583333333,0.0,0.1,0.0,0.0,0.0,9.0,0.0,0.0,4.2,8.6,0.0,4.0,0.0,9.1,6.9625,0.0,0.0,0.0,0.0,0.0
129,4.00001923077,0.0,12.42,0.0,0.0,0.0,0.0,189.0,0.0,1.0,0.0,6.28365079365,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
130,4.41188016529,3.0,9.6,0.0,0.0,13.1,5.6,14.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.55,0.0,46.5,8.6,0.0,0.0,8.6,0.0,0.0,0.0,0.457142857143,0.0
131,3.06457337884,4.0,5.6,2.0,0.0,361.5,0.0,72.0,0.0,17.0,0.0,5.35555555556,22.2,0.0,34.0,0.0,24.6,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0
132,3.08564784053,4.0,9.7,0.0,0.0,2.2,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.6,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2.38290502793,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,5.18477272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,6.39257225434,17.0,85.0,22.2,0.0,58.0,27.2,57.0,0.0,5.0,0.0,8.73684210526,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,8.6,4.6,0.0,12.0,0.0,8.6,4.12,0.0,0.0,0.0,0.0,0.0
135,4.53205479452,11.0,0.0,0.0,0.0,152.5,0.0,39.0,0.0,0.0,0.1,6.92051282051,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,3.83248743719,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,5.87621359223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,4.71893457944,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,7.40918918919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0
142,5.01789473684,5.0,0.0,0.0,0.0,82.3,2.43,27.0,0.0,0.0,0.0,7.63333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,15.5,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,3.06483253589,3.0,16.0,0.0,0.0,22.8,0.0,85.0,0.0,0.0,0.0,5.57882352941,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.6,0.0,0.0,9.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
144,0.553333333333,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
145,3.76337606838,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,8.67973684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,5.03132420091,1.0,190.5,0.0,0.0,28.3,3.0,20.0,0.0,15.0,0.0,7.975,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0
