id,DayofWeek5_count,DayofWeek2_min,DayofWeek0_mean,DayofWeek3_min,DayofWeek1_sum,DayofWeek2_mean,DayofWeek1_count,DayofWeek0_min,DayofWeek5_median,DayofWeek1_median
87,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0
88,145.0,0.01,8.9054375,0.01,1907.23,6.97262857143,186.0,0.01,5.6,4.5
89,72.0,0.01,13.0334666667,0.01,785.37,9.22343434343,91.0,0.01,4.3,4.4
92,119.0,0.01,4.51207407407,-1.14,965.55,9.7819266055,142.0,-4.0,2.5,3.0
93,130.0,-4.2,12.6198529412,0.01,691.97,8.4906875,159.0,0.0,3.15,3.6
94,276.0,-1.14,5.92729411765,-1.14,1282.72,4.5390797546,365.0,-1.14,1.0,1.8
95,130.0,0.2,7.20273631841,-6.2,909.08,7.65403061224,164.0,0.2,3.0,3.55
98,186.0,0.01,7.55065088757,0.0,1241.73,5.7712972973,201.0,0.01,4.0,3.0
99,147.0,0.01,6.67938650307,-0.6,1189.32,7.5436746988,196.0,0.01,3.0,3.05
106,9.0,-3.54,0.0,0.0,0.0,29.4346511628,0.0,0.0,3.4,0.0
107,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0
112,111.0,0.01,5.95286956522,0.01,1379.77,6.75638888889,127.0,0.01,3.1,3.6
113,49.0,0.03,6.4820754717,0.01,689.81,9.24468085106,80.0,0.01,3.4,3.6
118,212.0,0.01,7.97101083032,0.01,1486.68,7.4419047619,250.0,0.01,2.8,3.0
119,99.0,-3.48,9.14245033113,0.2,1933.78,8.82556756757,146.0,-3.18,3.0,3.6
122,142.0,0.01,7.81421568627,-1.14,2025.61,6.19170616114,238.0,-0.42,4.0,4.0
123,207.0,0.01,5.56987124464,0.02,1695.18,5.09739534884,232.0,-4.6,2.7,3.0
124,97.0,0.0,9.99684931507,-1.08,1377.42,10.5641666667,118.0,-1.14,2.2,3.7
125,84.0,-2.4,7.40103448276,-3.54,757.52,6.49896,127.0,-3.3,1.5,2.8
126,218.0,0.01,5.80653061224,-3.54,1829.63,7.13532846715,304.0,-3.12,3.0,2.0
127,136.0,0.01,8.68168949772,0.01,1439.99,7.99271493213,230.0,0.0,2.65,3.35
128,148.0,0.01,4.88279605263,0.01,2174.22,5.99317857143,293.0,0.01,1.55,1.5
129,383.0,-9.48,9.553825,0.02,3118.41,8.07903465347,395.0,-3.5,3.6,3.6
130,183.0,-0.6,6.94282868526,-5.5,2069.17,9.19792207792,265.0,0.0,3.0,4.0
131,251.0,0.01,10.227766323,0.01,1561.68,5.70414728682,248.0,0.0,2.2,3.0
132,173.0,-4.6,8.9,0.01,1134.06,4.65973958333,215.0,-0.96,3.1,2.0
133,66.0,-8.0,6.74669014085,0.03,787.88,4.32535087719,137.0,0.03,2.0,1.83
134,314.0,-1.14,7.1472875817,-1.14,3439.1,9.42086092715,336.0,-4.6,3.0,3.5
135,93.0,-3.12,9.76414814815,-6.0,1346.71,6.35993630573,161.0,-6.9,2.9,3.6
138,221.0,0.01,5.03219607843,0.01,1869.72,5.44758893281,256.0,0.0,2.5,2.5
139,160.0,-11.8,6.87295081967,0.0,1353.85,14.5532820513,169.0,0.0,4.0,3.9
142,59.0,0.01,8.27908045977,-0.78,369.57,9.05636363636,95.0,-3.7,4.0,3.0
143,101.0,-3.42,7.96036697248,-3.54,1400.61,6.08685082873,181.0,-3.54,3.0,3.0
144,9.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,2.9,0.0
145,93.0,-4.5,4.72096385542,-8.2,943.25,7.16402439024,157.0,-11.3,0.5,1.03
150,215.0,-0.96,7.66902834008,-1.08,1590.84,3.36558823529,265.0,-3.54,3.4,3.4
151,181.0,-0.96,5.99666666667,0.01,1630.72,2.94966527197,242.0,-3.36,1.4,2.0
152,274.0,0.01,8.60810408922,-2.8,1435.74,8.06452205882,285.0,0.01,3.0,2.5
153,251.0,0.04,11.1845736434,-2.5,2507.68,7.34255905512,227.0,0.01,3.5,3.6
154,275.0,0.01,6.95114285714,0.01,1414.97,5.1923880597,302.0,-6.6,2.6,2.265
155,249.0,0.0,6.93894927536,0.0,1796.03,5.89838283828,246.0,0.05,2.8,2.6
158,137.0,-0.72,7.37421052632,-3.48,451.07,6.356,140.0,-11.0,1.98,2.23
159,246.0,-3.54,6.87301886792,-3.48,1293.21,8.7703875969,248.0,-3.54,3.3,3.3
160,83.0,-1.14,10.577593985,-0.96,640.78,5.49203125,133.0,-0.36,4.1,3.0
161,122.0,-3.54,9.71136363636,0.14,1060.45,7.292625,129.0,-3.73,3.55,3.53
162,181.0,0.01,7.00850393701,0.01,1048.74,5.0137007874,289.0,-3.2,2.0,1.5
163,71.0,-3.54,14.2894478528,0.02,923.21,9.079609375,131.0,0.16,3.0,3.5
164,111.0,0.0,8.85701612903,0.01,1086.0,6.63291044776,119.0,0.01,3.1,3.6
165,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0
168,229.0,-5.5,7.59961832061,-25.0,1746.31,12.1490114068,238.0,0.0,3.8,4.0
169,168.0,0.01,7.02020942408,-4.2,1428.58,7.64205607477,203.0,0.0,3.75,3.2
170,159.0,-0.78,5.29232394366,-0.9,1488.36,4.45194656489,255.0,-3.54,2.4,1.8
171,148.0,0.01,9.65098540146,0.01,1080.17,4.21572072072,236.0,-5.0,3.53,2.5
172,52.0,0.3,8.68222222222,0.3,777.03,13.3873469388,89.0,0.0,4.75,3.0
173,26.0,0.7,47.0933333333,0.3,423.2,17.6571428571,23.0,0.4,10.55,10.0
174,234.0,-3.54,6.68933566434,-3.3,900.37,4.24023622047,271.0,-0.9,2.6,2.0
175,115.0,-3.54,7.70597744361,-3.3,1313.0,6.99901345291,240.0,-3.54,4.4,2.7
176,159.0,-6.5,8.77930735931,-3.54,1270.41,7.57008810573,223.0,-3.54,3.8,3.1
177,124.0,-3.36,10.723968254,-3.42,1290.73,7.38382022472,153.0,-0.96,4.0,4.6
178,178.0,0.0,14.517,0.0,1803.43,13.9485549133,198.0,-9.0,5.0,6.0
179,61.0,0.2,5.0324691358,0.1,996.49,13.3051764706,79.0,0.1,4.0,4.8
180,128.0,0.0,9.19540816327,-6.7,833.16,5.59061674009,157.0,-10.5,2.2,1.8
181,236.0,0.1,8.94878787879,0.15,1782.85,7.45371428571,220.0,0.01,3.2,3.4
184,146.0,-1.02,6.45757009346,0.01,1915.64,9.14919047619,280.0,-1.14,3.0,2.0
185,239.0,-3.06,5.92658119658,-3.12,1461.04,7.90623481781,231.0,0.0,3.4,3.0
186,244.0,-1.02,2.70524886878,-0.9,1631.57,4.64412556054,275.0,-0.84,1.2,0.96
187,405.0,-0.36,3.88276635514,-5.6,1880.46,3.25775665399,509.0,-11.8,1.0,0.7
188,131.0,-0.72,6.02735099338,0.0,2301.52,5.61529411765,174.0,-1.08,2.8,4.8
189,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
192,124.0,0.04,8.14056338028,0.03,1289.51,6.52528169014,139.0,0.0,5.0,4.6
193,154.0,0.02,6.68067567568,0.16,1136.64,10.4446043165,124.0,-4.8,4.0,4.1
194,130.0,0.01,4.86244604317,0.0,1483.06,10.743129771,143.0,-6.0,4.8,5.0
195,77.0,0.0,10.044040404,0.0,722.09,13.0904040404,77.0,0.0,5.4,5.6
196,175.0,-3.0,4.76681818182,-8.6,2075.15,6.62134275618,292.0,-35.0,3.0,3.0
197,197.0,0.01,5.20290196078,0.0,1067.45,3.33486792453,252.0,0.01,1.6,1.45
198,59.0,0.0,10.475,0.03,1314.14,12.3884090909,95.0,0.0,4.0,5.5
199,38.0,0.02,8.55507936508,0.73,1078.76,12.9077083333,52.0,-18.0,4.0,4.0
206,110.0,0.0,6.25803030303,0.0,762.2,6.05211180124,152.0,0.01,1.8,2.85
207,59.0,0.03,15.0175,0.0,499.76,6.66666666667,55.0,0.0,2.8,3.43
208,134.0,0.0,6.63639344262,0.01,935.46,7.29728205128,185.0,0.01,3.95,3.0
209,198.0,-1.32,3.793625,-8.0,1471.05,4.43856140351,259.0,-3.54,1.55,2.0
210,175.0,-0.36,10.0361674009,-3.54,2125.67,10.526173913,235.0,0.0,3.5,3.0
211,123.0,-3.3,6.0972815534,-2.0,1127.79,6.5966,218.0,-3.54,3.0,2.0
212,128.0,-8.66,9.49914438503,0.01,1388.86,7.05205882353,182.0,0.01,3.9,3.5
213,97.0,-18.0,15.2681188119,-2.66,2100.18,7.78794117647,174.0,0.01,3.9,4.0
216,248.0,-0.72,7.43979591837,-1.08,3437.52,5.05360406091,286.0,-0.78,2.85,3.0
217,159.0,-0.12,8.67241935484,-5.5,1310.78,7.70465909091,154.0,-3.24,2.0,2.0
220,122.0,-15.0,6.7125862069,-15.0,1250.03,4.6881871345,196.0,-10.6,2.9,2.35
221,4.0,0.6,7.812,0.35,35.96,10.7461538462,12.0,0.2,5.55,2.75
222,15.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.2,0.0
223,164.0,-0.66,5.33170506912,0.0,805.77,5.25422727273,216.0,-0.96,0.6,2.2
224,14.0,-2.99,9.95058139535,0.01,443.51,4.1109,121.0,-0.83,2.35,1.8
225,0.0,0.01,7.70945454545,-8.0,761.81,5.20621848739,140.0,0.0,0.0,1.9
226,63.0,0.0,7.68436363636,-15.0,1501.21,16.7378350515,109.0,0.01,2.3,2.3
227,157.0,0.0,6.45101167315,-1.5,1132.79,4.96468292683,223.0,-3.54,3.0,3.33
230,363.0,-11.0,5.65201474201,-2.4,2161.53,5.03569651741,416.0,-0.96,1.8,2.0
231,336.0,-3.54,7.1287345679,-3.18,2805.15,7.0609375,306.0,-3.3,2.5,2.6
232,116.0,0.0,5.68330708661,-1.14,1126.69,10.0952066116,154.0,0.01,4.0,3.2
233,108.0,0.01,10.5323178808,0.0,1298.68,8.58620915033,155.0,0.15,4.5,4.0
236,151.0,-0.66,9.91952380952,-1.02,1587.23,5.74059171598,162.0,0.05,4.0,4.0
237,140.0,-3.42,11.1847701149,-3.48,1728.48,7.95880597015,155.0,-3.3,3.6,4.4
238,209.0,-1.08,7.69407821229,-20.0,2154.7,7.47170124481,269.0,-5.66,3.0,3.0
239,223.0,-4.6,4.9507480315,-3.54,1490.4,6.46861111111,220.0,-5.4,3.6,4.0
240,210.0,-0.18,7.17325842697,0.01,1599.9,7.10555205047,297.0,-1.02,2.5,2.5
241,92.0,0.01,12.7923699422,-0.72,1309.23,7.09083333333,180.0,0.01,2.95,3.55
242,65.0,0.01,9.20916230366,-0.66,936.33,11.7959868421,135.0,-3.54,2.3,1.8
243,164.0,0.0,3.75013636364,-0.06,1362.96,7.29904255319,195.0,0.0,1.63,2.0
244,86.0,-3.12,5.7828342246,-0.96,929.4,5.93744565217,197.0,-3.24,1.0,1.8
245,52.0,-7.44,9.10180722892,-2.76,371.52,5.27884615385,86.0,0.01,2.2,1.75
246,130.0,0.0,7.86305970149,0.01,1325.78,6.98926086957,263.0,-2.22,2.0,2.2
247,66.0,-1.14,7.96615384615,0.01,1281.71,4.11188679245,123.0,0.01,4.0,3.0
248,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
249,193.0,0.01,4.26725409836,-0.12,928.94,3.84618320611,274.0,-3.54,1.8,1.6
252,153.0,-1.14,5.58447115385,-1.08,1576.97,3.69455026455,196.0,-1.08,1.4,2.2
253,201.0,0.01,7.70057251908,-1.08,986.99,4.1224137931,291.0,-3.42,2.0,1.8
254,192.0,-0.66,6.47892156863,-0.48,1480.94,5.41311827957,208.0,-15.66,2.3,1.9
255,180.0,0.0,5.90048543689,-1.44,1125.9,4.74082901554,194.0,-3.54,2.7,2.35
256,227.0,0.0,12.930221519,-1.02,1788.69,6.41228682171,258.0,0.0,3.4,4.0
257,156.0,-0.96,16.4764506173,-0.84,3447.38,8.25068181818,311.0,0.0,2.015,3.0
258,137.0,-1.02,9.25243093923,-1.02,1312.86,5.75889570552,204.0,-0.96,1.6,1.9
259,81.0,0.01,10.7044,-3.42,1024.41,3.461015625,125.0,0.0,0.9,1.5
262,17.0,0.0,0.0,1.0,0.0,28.2578947368,0.0,0.0,1.0,0.0
263,111.0,0.01,5.08196721311,-8.0,1447.76,5.76420353982,219.0,0.01,0.7,2.4
264,134.0,-3.36,10.3902564103,0.03,830.01,5.24127071823,185.0,-0.78,1.965,1.9
265,139.0,-26.1,9.74223350254,0.0,1245.43,5.71715025907,207.0,0.0,3.6,2.64
266,23.0,-1.14,7.32255813953,-1.14,204.58,8.59393939394,60.0,0.01,3.5,2.0
267,149.0,-0.24,6.93251308901,-2.1,1153.4,5.50406417112,201.0,-1.08,3.0,1.8
280,352.0,0.01,3.57626373626,0.01,692.63,2.78471641791,305.0,0.0,0.815,0.8
281,206.0,0.01,7.40922330097,0.0,1812.2,5.79869565217,233.0,-2.78,3.0,3.0
282,218.0,-1.2,11.7114349776,0.0,5810.76,9.92597345133,278.0,-7.0,5.0,4.5
283,93.0,-6.0,11.0251041667,-7.0,1166.96,18.9982786885,98.0,-3.54,5.0,4.0
284,186.0,-3.54,4.1150877193,0.01,2164.55,4.42496183206,283.0,-18.0,2.0,2.6
285,138.0,-18.7,6.25050955414,0.01,1231.19,6.76577114428,189.0,-1.14,3.5,3.0
288,271.0,-1.2,8.95710769231,-1.14,2043.2,5.89111864407,335.0,-1.14,3.0,3.0
289,212.0,-4.66,10.211686747,-3.54,2803.61,6.47436363636,229.0,-1.26,4.0,4.1
292,166.0,0.01,8.91677570093,0.01,1541.95,5.10915422886,206.0,0.01,1.9,2.45
293,91.0,-3.48,9.08053254438,-3.48,1128.44,7.82419753086,135.0,-3.48,2.7,4.3
294,176.0,-0.9,8.44705583756,-1.14,1798.66,6.52765432099,247.0,-4.6,3.0,3.0
295,122.0,0.01,8.50803370787,0.0,853.66,9.59216931217,184.0,0.01,3.4,3.0
296,215.0,-1.02,5.88611285266,-1.08,1213.2,5.89811808118,283.0,-1.14,2.2,1.8
297,217.0,-3.54,5.45361788618,0.01,1700.88,5.17121052632,200.0,-3.36,3.2,3.13
300,242.0,-2.1,10.7457792208,-4.6,4250.15,8.28211221122,324.0,-11.1,3.5,4.4
301,213.0,-3.54,11.1612091503,-25.6,3466.48,12.4221285141,245.0,-0.12,4.5,4.6
302,224.0,-5.6,13.5488671875,0.1,2540.66,7.12532818533,220.0,0.0,3.4,2.515
303,164.0,0.01,7.07011538462,0.01,1562.87,5.25334782609,233.0,0.01,4.0,2.9
306,39.0,-1.14,13.2633333333,0.0,719.91,5.49224719101,93.0,0.0,1.0,2.0
307,90.0,-8.0,5.12581818182,0.0,884.71,11.1184,113.0,-3.54,4.0,3.0
314,147.0,-0.96,5.82240740741,-3.54,2504.41,7.11127192982,237.0,-3.54,3.5,3.6
315,146.0,0.01,6.61577777778,-0.9,1460.17,6.41502439024,215.0,-1.8,3.2,3.3
316,20.0,0.0,13.4211111111,0.01,385.52,8.36636363636,43.0,0.01,0.85,4.0
317,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
322,173.0,0.01,10.6233333333,-7.0,1235.51,7.96179372197,202.0,0.01,5.0,5.0
323,225.0,0.01,10.2518666667,-2.5,2077.42,10.7424528302,224.0,0.01,5.0,4.55
326,149.0,0.05,11.4139130435,0.0,1296.18,9.63553488372,208.0,0.01,4.0,3.6
327,5.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,3.0,0.0
330,177.0,-2.04,11.2673262032,-3.54,1674.73,11.9480808081,190.0,-3.54,3.2,3.0
331,134.0,-2.34,7.41380487805,0.0,1437.55,6.81005235602,191.0,-4.55,3.0,3.0
332,169.0,0.4,8.49177884615,-3.0,1707.94,12.076076555,201.0,0.0,4.4,4.1
333,90.0,0.02,8.68446540881,0.01,864.27,6.52675862069,148.0,0.0,4.4,3.0
336,242.0,0.0,9.147,-0.96,1446.22,4.41137931034,299.0,-3.48,2.0,2.0
337,82.0,0.01,11.1494214876,0.1,1475.59,10.5391603053,115.0,-5.66,4.7,4.8
338,115.0,-3.0,8.50755458515,0.0,1833.58,6.77415458937,242.0,-3.6,3.6,4.0
339,1.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,7.1,0.0
340,11.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,3.6,0.0
341,132.0,0.0,7.6353038674,0.01,849.55,7.17656084656,186.0,0.01,4.115,3.1
342,208.0,0.0,5.23941422594,-8.0,1285.6,6.87638095238,249.0,0.0,2.45,2.0
343,109.0,-3.54,4.21470588235,-3.54,764.44,3.82046153846,153.0,-2.4,1.0,1.8
346,247.0,-12.1,11.9808984375,-0.18,3823.1,13.7778014184,266.0,-0.24,4.8,4.6
347,164.0,0.0,7.12184079602,-1.14,1434.86,15.9976170213,186.0,0.01,4.95,4.6
350,183.0,-3.54,8.26233201581,-3.42,1585.68,3.89957627119,198.0,-3.42,2.4,2.4
351,132.0,0.01,4.55918269231,0.01,668.51,4.51496815287,199.0,-1.8,1.14,1.6
352,119.0,-1.08,11.770625,-11.0,1521.98,5.49804733728,196.0,-1.14,4.1,4.1
353,63.0,-0.9,11.7750413223,-0.66,631.42,10.8465648855,122.0,0.0,5.0,3.0
354,241.0,-1.14,6.36338129496,-5.0,2112.44,5.13856630824,272.0,-1.08,3.0,3.2
355,245.0,0.0,6.13399293286,-0.18,1952.14,8.45092682927,222.0,-0.84,3.0,3.0
356,227.0,-1.14,5.24436170213,-1.14,1085.75,6.35513513514,274.0,-1.14,2.2,2.2
357,98.0,0.01,8.36145299145,0.09,507.52,6.00016666667,106.0,0.1,2.5,3.0
360,186.0,-1.02,10.805708502,-1.02,1564.32,5.90399141631,239.0,-1.08,1.9,2.6
361,73.0,-0.7,8.47705555556,-0.1,1084.59,6.76845360825,168.0,0.0,2.1,3.5
364,181.0,0.0,11.7371147541,-3.54,1556.16,6.01058608059,252.0,-3.54,2.5,3.05
365,102.0,-0.9,16.3684671533,-3.42,1245.96,10.390234375,130.0,-3.24,5.0,4.6
366,29.0,0.01,16.011686747,0.05,1309.61,7.66893617021,81.0,0.01,4.6,5.6
367,6.0,0.3,18.8,0.7,1065.4,9.22714285714,73.0,0.7,3.8,5.5
368,27.0,-1.2,6.92454545455,0.0,563.88,14.3985185185,60.0,-30.0,1.5,4.45
369,13.0,0.0,11.1068965517,0.4,594.54,16.3885526316,31.0,0.0,7.0,4.0
370,16.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.75,0.0
371,218.0,-1.14,7.0485046729,-30.0,1255.64,4.72177777778,198.0,-3.54,3.6,3.6
372,87.0,0.01,6.18104166667,-5.0,1568.74,6.70079754601,216.0,0.01,1.2,2.4
373,55.0,0.0,8.01563218391,-4.0,415.22,5.92719626168,69.0,0.01,1.4,1.5
374,248.0,-0.54,6.91869230769,-1.08,1275.88,4.09380952381,298.0,-0.42,1.7,2.6
375,186.0,0.01,6.36862559242,-6.88,3767.21,10.1792307692,248.0,0.01,4.0,4.05
378,154.0,-26.0,9.02333333333,-1.02,1632.49,9.2222513089,167.0,-1.02,3.0,3.0
379,212.0,-2.46,3.38367924528,-2.0,721.19,2.73435028249,223.0,0.01,1.415,1.63
380,178.0,0.01,7.04032407407,0.01,1753.27,3.68075630252,256.0,0.0,2.85,2.3
381,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0
382,160.0,-5.9,8.52061111111,0.35,1823.22,6.2814516129,194.0,0.1,4.2,4.4
383,154.0,-3.54,3.99798029557,-0.66,709.94,4.04502512563,184.0,-15.0,1.3,1.4
392,181.0,0.01,5.69791836735,-3.54,1349.61,7.24406779661,260.0,0.0,1.7,1.8
393,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
398,166.0,0.1,8.42028571429,0.04,1621.7,8.09295454545,199.0,0.1,3.0,3.0
399,278.0,-4.85,9.58472727273,-4.3,2753.64,6.50725239617,343.0,0.01,3.0,3.5
400,11.0,1.8,10.1342307692,0.0,826.13,7.09411764706,84.0,0.0,2.9,5.0
401,12.0,0.32,10.1837209302,2.0,289.3,5.22972222222,31.0,0.0,4.0,4.3
402,186.0,-3.48,5.31020920502,-3.42,1296.13,9.38833333333,246.0,-3.42,1.8,2.35
403,94.0,-1.14,9.04308823529,0.01,1343.01,9.66645390071,181.0,-1.14,4.0,3.5
406,1.0,-6.0,12.5654651163,0.3,826.63,5.38012658228,102.0,0.3,2.8,5.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,166.0,-4.9,4.39574468085,0.0,881.55,6.18188405797,126.0,0.01,3.1,3.515
409,236.0,-1.05,5.96778985507,-3.6,1681.08,4.52380782918,271.0,0.0,2.6,2.4
410,103.0,0.0,7.6648,0.01,1501.65,5.06157068063,188.0,-5.0,3.0,3.0
411,230.0,-3.54,9.38684210526,-3.54,1979.75,11.9857857143,247.0,-3.54,4.0,3.6
412,102.0,-9.5,3.67134715026,-3.54,997.04,4.46162650602,199.0,-3.54,1.9,2.0
413,134.0,-2.88,4.37701086957,-3.54,1343.25,7.84264367816,168.0,-3.3,2.5,2.0
414,4.0,1.0,0.0,1.0,0.0,41.6434782609,0.0,0.0,1.9,0.0
415,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.5,0.0
422,94.0,0.01,11.5257024793,0.01,1239.54,10.4833064516,131.0,0.01,2.5,3.2
