studentid,prob_0,prob_1000,prob_1500,prob_2000
94,0.114502444863,0.48442658782,0.16968305409,0.231387928128
95,0.0818775817752,0.145270079374,0.52195507288,0.250897228718
106,0.989390075207,0.00607883231714,0.0025015338324,0.00202953908592
107,0.996674537659,0.00190633523744,0.000339932390489,0.00107913312968
122,0.70597243309,0.220602601767,0.0268834084272,0.0465415641665
123,0.0724420845509,0.272954910994,0.476103484631,0.178499475121
124,0.98158800602,0.0110709341243,0.00288207852282,0.00445895176381
125,0.983005225658,0.00717230886221,0.00602548010647,0.00379690760747
126,0.290082484484,0.312551468611,0.340543419123,0.0568226538599
127,0.967456042767,0.0104194432497,0.00662963371724,0.0154948467389
128,0.83005964756,0.0750771164894,0.0506278350949,0.0442353971303
129,0.853301763535,0.131156146526,0.0105026587844,0.00503946142271
130,0.999334275723,0.000232244492508,0.000123003570479,0.00031046642107
131,0.984977126122,0.00823590811342,0.00325897266157,0.0035280296579
132,0.96662402153,0.0125542907044,0.00227203662507,0.0185496080667
133,0.258792936802,0.255616039038,0.416586130857,0.0690049231052
134,0.989823162556,0.00110155215953,0.0083975084126,0.000677790900227
135,0.62389677763,0.284353882074,0.0602689497173,0.0314803756773
144,0.994082629681,0.00273377937265,0.00164339598268,0.00154014315922
145,0.992259919643,0.00207558088005,0.00347031466663,0.00219423417002
150,0.998832881451,0.00026236003032,0.000631891889498,0.000272837525699
151,0.383428275585,0.415829062462,0.157579138875,0.0431635081768
164,0.901235878468,0.0304577685893,0.0545662306249,0.0137401744723
165,0.998381376266,0.00102093152236,0.000178446047357,0.000419233256252
168,0.54627674818,0.182847723365,0.151861846447,0.119013696909
169,0.997772276402,0.00111885892693,0.000463857402792,0.000644923537038
170,0.995367646217,0.00134694087319,0.00251592160203,0.000769567268435
171,0.988782584667,0.000985501217656,0.00262927426957,0.00760262086987
174,0.145104214549,0.169300481677,0.578800320625,0.106794983149
175,0.60107010603,0.126422867179,0.06378929317,0.208717778325
176,0.447683960199,0.203638315201,0.248214676976,0.100463084877
177,0.246801525354,0.350324869156,0.352135300636,0.0507382825017
180,0.979850947857,0.00656921695918,0.00527995172888,0.00829982664436
181,0.134476721287,0.415606826544,0.159820407629,0.290096104145
188,0.082238689065,0.450526118279,0.215064242482,0.252170920372
189,0.998320639133,0.00120116269682,0.000114416543511,0.000363741943147
196,0.85806876421,0.0915391147137,0.0420215092599,0.00837058853358
197,0.984901249409,0.00901242066175,0.00399500597268,0.00209132675081
208,0.986081361771,0.00148038566113,0.00628401432186,0.00615418655798
209,0.219950154424,0.26487866044,0.398702949286,0.116468191147
210,0.457063138485,0.198452249169,0.269051790237,0.0754327923059
211,0.113268241286,0.207352161407,0.323340803385,0.356038838625
222,0.995916903019,0.00229798420332,0.000499568472151,0.00128549651708
223,0.231644749641,0.323171973228,0.327069282532,0.118113987148
226,0.419455230236,0.381393581629,0.126050949097,0.0731002911925
227,0.993085384369,0.00149935169611,0.00180584727786,0.00360941328108
240,0.592082381248,0.069781512022,0.207372248173,0.130763873458
241,0.993558347225,0.00375715061091,0.00131484307349,0.00136966619175
242,0.697157502174,0.110628835857,0.13905094564,0.0531627573073
243,0.985340058804,0.00324231712148,0.00211953627877,0.00929803494364
246,0.965259492397,0.0170213319361,0.00729573145509,0.0104234497994
247,0.296047627926,0.354641795158,0.258334696293,0.0909758582711
248,0.996928751469,0.00204499601386,0.000284217734588,0.000741998897865
249,0.0918472260237,0.490334928036,0.334490656853,0.0833271294832
252,0.376474142075,0.390903353691,0.0672070756555,0.165415436029
253,0.995977699757,0.00199561822228,0.00119149778038,0.000835174927488
256,0.910985052586,0.0422151871026,0.030795654282,0.0160040874034
257,0.519359529018,0.299222588539,0.130291253328,0.051126614213
262,0.994101464748,0.00433722417802,0.000783151946962,0.000778183864895
263,0.529955923557,0.310653656721,0.0902301222086,0.0691602304578
264,0.331578552723,0.365848690271,0.253697633743,0.0488751195371
265,0.0917469710112,0.490240365267,0.228802874684,0.189209774137
280,0.108522102237,0.457761406898,0.293659806252,0.140056610107
281,0.976637065411,0.0111874900758,0.00412353454158,0.00805190578103
284,0.998125135899,0.00118437118363,0.000404328544391,0.000286129245069
285,0.963574290276,0.00602442119271,0.0124611491337,0.0179400891066
292,0.987699508667,0.00521040009335,0.00583779253066,0.00125235237647
293,0.468088269234,0.21150945127,0.272970229387,0.0474320314825
302,0.867442846298,0.0313573330641,0.0839956626296,0.0172041226178
303,0.995353460312,0.00120358145796,0.00174765684642,0.00169528333936
314,0.21620605886,0.401753515005,0.358752518892,0.0232878923416
315,0.994671523571,0.00209337635897,0.00225761346519,0.000977527583018
316,0.56799018383,0.0676228255033,0.297195971012,0.0671910718083
317,0.996331393719,0.00241782469675,0.000514549959917,0.000736290239729
326,0.987468361855,0.00286495103501,0.00483106309548,0.00483561959118
327,0.99640661478,0.00152842223179,0.000855973397847,0.00120896857698
332,0.180556699634,0.385905891657,0.341498613358,0.0920388102531
333,0.26665559411,0.512318015099,0.154243335128,0.0667830333114
336,0.717831254005,0.198842704296,0.0718426331878,0.0114834308624
337,0.277259230614,0.40088057518,0.246800124645,0.0750601291656
338,0.991621255875,0.00417194981128,0.00177000532858,0.00243679760024
339,0.998209357262,0.00119758897927,8.21164794615e-05,0.000510979501996
340,0.996403455734,0.00108936091419,0.000534545397386,0.00197264994495
341,0.988627851009,0.00454793265089,0.00177276041359,0.00505150668323
342,0.172561720014,0.29681584239,0.38870704174,0.141915380955
343,0.343006670475,0.227503269911,0.264599978924,0.164890095592
350,0.99042648077,0.0055122980848,0.000992132700048,0.00306906248443
351,0.965157687664,0.0164538174868,0.014390011318,0.00399850634858
356,0.28109151125,0.415562927723,0.257649511099,0.045696079731
357,0.171129450202,0.238509431481,0.295297116041,0.295063972473
360,0.972316145897,0.0155455041677,0.00459860451519,0.00753975147381
361,0.889777600765,0.0390157811344,0.0309285894036,0.0402780361474
364,0.467248767614,0.295482218266,0.1358217448,0.101447209716
365,0.989065408707,0.00260813604109,0.00272460561246,0.00560182053596
370,0.995736598969,0.00234436220489,0.0006651179865,0.00125395611394
371,0.991736710072,0.00153493718244,0.00574685167521,0.00098147476092
374,0.411466270685,0.19738137722,0.342069149017,0.0490831881762
375,0.462538480759,0.353841453791,0.150685161352,0.0329348742962
378,0.990311980247,0.0034643295221,0.0014840264339,0.00473963888362
379,0.909721553326,0.0578547902405,0.0137668242678,0.0186568498611
380,0.992648541927,0.00149231986143,0.00315710273571,0.00270200893283
381,0.996752679348,0.00178184336983,0.000374692521291,0.001090798527
382,0.22935308516,0.189252153039,0.347437173128,0.233957618475
383,0.170092225075,0.522432327271,0.200775057077,0.106700390577
392,0.291715860367,0.550504565239,0.121500983834,0.0362785607576
393,0.995989263058,0.0027363570407,0.000476338580484,0.000798032036982
402,0.163716375828,0.454233855009,0.271438330412,0.110611468554
403,0.453873902559,0.129453733563,0.206381469965,0.21029086411
410,0.997965455055,0.000664541963488,0.000292381329928,0.00107768073212
411,0.571868121624,0.275541365147,0.128518596292,0.0240719467402
414,0.996848642826,0.00185560982209,0.000406697712606,0.000889067130629
415,0.993428766727,0.00300094368868,0.000487180426717,0.00308305351064
422,0.392656296492,0.225554659963,0.325414717197,0.0563742890954
423,0.987860262394,0.00866568461061,0.00175623514224,0.00171785056591
428,0.996566295624,0.0021290127188,0.000385798164643,0.000918897509109
429,0.537822246552,0.158631131053,0.165959939361,0.137586668134
434,0.984041690826,0.006145672407,0.00679819984362,0.00301439804025
435,0.764360308647,0.14316393435,0.0251698475331,0.0673059076071
436,0.975774109364,0.00494814291596,0.00955101568252,0.00972677394748
437,0.999085307121,0.000448172475444,0.000168989456142,0.000297535327263
456,0.775344073772,0.0990908443928,0.107375591993,0.0181895345449
457,0.878058552742,0.0240429099649,0.077235609293,0.020662939176
458,0.998846769333,0.00058591098059,0.000173238557181,0.000394029979361
459,0.681517720222,0.0549058131874,0.155033424497,0.108543016016
464,0.137648433447,0.428527623415,0.25847107172,0.175352811813
465,0.193075835705,0.324635058641,0.15592944622,0.326359659433
472,0.996800541878,0.00206283805892,0.000556216167752,0.000580402789637
473,0.976556658745,0.00640116585419,0.00533032836393,0.011711852625
482,0.110231667757,0.550622224808,0.146464854479,0.192681238055
483,0.996754229069,0.00120664725546,0.00104743987322,0.000991611042991
490,0.671710908413,0.157043606043,0.137419000268,0.0338264591992
491,0.997895956039,0.000947431602981,0.000985739286989,0.00017088461027
492,0.995945751667,0.00256745587103,0.000812466081697,0.000674283946864
493,0.99558699131,0.00115069362801,0.0021217179019,0.0011405358091
494,0.417457729578,0.113928392529,0.448418647051,0.0201951898634
495,0.977082073689,0.00213267840445,0.00434349337593,0.0164418350905
506,0.261470705271,0.258480131626,0.224310293794,0.255738854408
507,0.997051119804,0.00182683090679,0.000428879080573,0.000693164300174
514,0.991918385029,0.00253639183939,0.00334045453928,0.00220476626419
515,0.996386051178,0.00269369897433,0.000221597380005,0.000698690651916
516,0.122298464179,0.312571197748,0.303547859192,0.261582523584
517,0.978753983974,0.00489332666621,0.00535205192864,0.0110006276518
518,0.967433154583,0.0162294153124,0.00681893387809,0.0095185097307
519,0.370914936066,0.11462880671,0.300135612488,0.214320614934
520,0.234920948744,0.372939288616,0.244812995195,0.147326752543
521,0.983156979084,0.00544919678941,0.00459721451625,0.00679659470916
530,0.241773292422,0.410919517279,0.279983192682,0.0673239976168
531,0.991474986076,0.00601645885035,0.000675972085446,0.00183259649202
538,0.998257219791,0.000655949464999,0.000311046780553,0.000775741878897
539,0.213183671236,0.296388983727,0.386314064264,0.104113332927
540,0.929468154907,0.0163774415851,0.0329564027488,0.0211980305612
541,0.963557243347,0.0247781462967,0.00236943969503,0.00929517764598
542,0.270294040442,0.180902555585,0.258225470781,0.290577918291
543,0.594544947147,0.189693108201,0.11640458554,0.0993573218584
546,0.468068927526,0.451770484447,0.0377288833261,0.0424316264689
547,0.576335251331,0.14973449707,0.178012400866,0.0959178358316
548,0.384753316641,0.0709348320961,0.163678213954,0.38063365221
549,0.199200689793,0.287010580301,0.438844799995,0.0749439150095
554,0.144244551659,0.187354788184,0.245843797922,0.422556847334
555,0.15236005187,0.418993294239,0.226251229644,0.202395439148
556,0.339018821716,0.53890889883,0.0637043938041,0.0583678856492
557,0.999064385891,0.000495704822242,0.000250090117333,0.000189798389329
560,0.991906881332,0.00613109674305,0.000474177650176,0.0014878254151
561,0.998381733894,0.000749232654925,0.000266308721621,0.000602690852247
568,0.164937749505,0.224396675825,0.379160612822,0.231504946947
569,0.992747724056,0.00469560595229,0.00135281938128,0.00120384118054
590,0.983802437782,0.00552685558796,0.00624586222693,0.00442483602092
591,0.928682684898,0.0426858738065,0.0167946349829,0.0118368137628
600,0.983813643456,0.00357959070243,0.00976526271552,0.00284145097248
601,0.94776892662,0.0104145566002,0.0339417494833,0.00787479616702
622,0.405936896801,0.39230415225,0.133474230766,0.0682846754789
623,0.997641801834,0.000564482237678,0.000534873455763,0.00125883787405
628,0.996868789196,0.00204126862809,0.000263875874225,0.000826091971248
629,0.141614153981,0.693105041981,0.0297796577215,0.135501146317
632,0.247546598315,0.338645130396,0.345597594976,0.0682107061148
633,0.519419848919,0.143212646246,0.239808350801,0.0975591763854
638,0.963557243347,0.0247781462967,0.00236943969503,0.00929517764598
639,0.314894586802,0.210306346416,0.375631809235,0.0991672202945
644,0.993189573288,0.00547302048653,0.000687897612806,0.000649497669656
645,0.99557107687,0.00303211249411,0.000321699888445,0.00107519619633
652,0.811343073845,0.0769428685308,0.082473821938,0.0292403027415
653,0.335638672113,0.39553886652,0.212431505322,0.0563909709454
656,0.144661858678,0.187183782458,0.355058223009,0.313096106052
657,0.982437551022,0.00137614167761,0.00197841483168,0.0142078278586
660,0.998211503029,0.00127039977815,0.0001262925216,0.000391839217627
661,0.998837053776,0.000772982020862,0.000102079713542,0.00028794319951
666,0.964882254601,0.0155369481072,0.0119538903236,0.00762696005404
667,0.636062204838,0.131113171577,0.0690875500441,0.163737028837
670,0.307889819145,0.22169932723,0.434651732445,0.0357590839267
671,0.233424216509,0.324919968843,0.312597751617,0.129058033228
672,0.996266424656,0.00255931308493,0.000224565825192,0.000949737324845
673,0.994962930679,0.0031240505632,0.00112476490904,0.000788306002505
676,0.196427851915,0.286943584681,0.360656887293,0.155971676111
677,0.765580058098,0.144596815109,0.0156045714393,0.0742185264826
688,0.997436463833,0.0012279212242,0.000382047321182,0.000953547016252
689,0.44468665123,0.286198556423,0.148891717196,0.120223090053
698,0.910472154617,0.0129848718643,0.0465284958482,0.0300144646317
699,0.973994314671,0.00671712867916,0.00988246593624,0.00940605439246
700,0.997721970081,0.00165365322027,0.000137764029205,0.000486598029966
701,0.989468157291,0.00735294818878,0.00135588215198,0.00182299793232
702,0.172014892101,0.334304481745,0.425751745701,0.067928917706
703,0.982053160667,0.0109371375293,0.00473016360775,0.00227951584384
704,0.840290486813,0.109325543046,0.0324359238148,0.0179480258375
705,0.589820504189,0.155789300799,0.153248086572,0.101142115891
716,0.983432471752,0.00748488120735,0.00674894498661,0.00233366782777
717,0.533242821693,0.300156861544,0.120074100792,0.0465262457728
720,0.97864818573,0.00896459911019,0.00534215429798,0.00704504968598
721,0.154674470425,0.365385323763,0.125554472208,0.354385763407
722,0.287181675434,0.350725591183,0.268388688564,0.0937040448189
723,0.146561473608,0.390404820442,0.388721734285,0.0743119642138
724,0.887859344482,0.0199935492128,0.0313749238849,0.0607721842825
725,0.917685389519,0.0186704471707,0.00950875133276,0.0541353821754
726,0.132799163461,0.270899623632,0.413325577974,0.182975620031
727,0.99800080061,0.00106078339741,0.000448620674433,0.00048983207671
752,0.992447137833,0.00525238830596,0.000870549003594,0.0014298975002
753,0.933490693569,0.0250364802778,0.0169582460076,0.0245145391673
760,0.161735087633,0.421116292477,0.319986790419,0.0971618741751
761,0.995074927807,0.00229249615222,0.000826808740385,0.00180577160791
764,0.998189747334,0.00112680706661,0.00022068261751,0.000462709809653
765,0.680491983891,0.0624144077301,0.179993197322,0.0771004334092
768,0.917168080807,0.0555130541325,0.00968870334327,0.0176302101463
769,0.287745624781,0.335570544004,0.102072998881,0.274610817432
778,0.209864869714,0.634312033653,0.145687460899,0.0101356292143
779,0.114116676152,0.156980246305,0.682130515575,0.0467725545168
780,0.975202262402,0.00663867685944,0.00887233857065,0.00928670261055
781,0.337268799543,0.527361094952,0.068458750844,0.0669113397598
782,0.239046365023,0.546850085258,0.169833630323,0.0442699082196
783,0.972237408161,0.01411814522,0.0106152463704,0.00302922795527
784,0.1366430372,0.499553889036,0.21100102365,0.152802020311
785,0.984740793705,0.00464159995317,0.00435281358659,0.00626476760954
792,0.987377583981,0.00197032303549,0.00679436419159,0.00385773833841
793,0.997510790825,0.00172216130886,0.000246410170803,0.000520624278579
794,0.683283567429,0.187190711498,0.109064295888,0.0204614121467
795,0.99771296978,0.00102384178899,0.000500043912325,0.00076311675366
806,0.615995645523,0.31885305047,0.042615391314,0.0225358940661
807,0.195141255856,0.280028522015,0.319667488337,0.205162703991
812,0.491813600063,0.360054731369,0.112049467862,0.0360821560025
813,0.234100967646,0.364437371492,0.204845651984,0.196616023779
814,0.997368037701,0.0016227964079,0.00035609252518,0.000653143972158
815,0.970881342888,0.0176153294742,0.00464583700523,0.00685744779184
818,0.636041164398,0.210009217262,0.134315252304,0.0196343809366
819,0.106785811484,0.496468394995,0.250387638807,0.14635810256
828,0.184336096048,0.444108068943,0.270549893379,0.101005941629
829,0.998924076557,0.000684578553773,0.00011662599718,0.000274640566204
836,0.997310876846,0.00192475155927,0.000170766666997,0.000593665754423
837,0.894225537777,0.022987851873,0.0496660359204,0.0331205613911
838,0.995500385761,0.00183862668928,0.00230444734916,0.000356561184162
839,0.856907904148,0.117813251913,0.0133467577398,0.0119320852682
856,0.983826100826,0.0046712262556,0.00768019538373,0.00382248614915
857,0.818907558918,0.0972227975726,0.0666325464845,0.0172371063381
862,0.136860385537,0.378768861294,0.404807686806,0.0795630812645
863,0.232037127018,0.434016108513,0.297223240137,0.036723446101
866,0.992986261845,0.00274086394347,0.00176259444561,0.00251023005694
867,0.0868302285671,0.262135088444,0.563242614269,0.0877920612693
870,0.767739772797,0.13441747427,0.0722817778587,0.0255609992892
871,0.463472932577,0.0758111402392,0.268888264894,0.191827610135
872,0.181001916528,0.436119735241,0.200430333614,0.182447999716
873,0.996409714222,0.00197275937535,0.00105260743294,0.000564950925764
874,0.986547887325,0.00993300788105,0.00129017035943,0.00222888379358
875,0.990735828876,0.0026124662254,0.00348886684515,0.00316284829751
876,0.468306899071,0.166827693582,0.265852093697,0.0990133360028
877,0.998593151569,0.000421785603976,0.000708543870132,0.000276466045761
880,0.995689451694,0.00258898036554,0.000642523053102,0.00107905408368
881,0.294322490692,0.115033634007,0.541358828545,0.0492850057781
884,0.363932281733,0.399342536926,0.148476913571,0.0882482379675
885,0.302058160305,0.331820040941,0.276184082031,0.0899376496673
888,0.522656738758,0.24903562665,0.152418956161,0.0758886858821
889,0.474790751934,0.127369701862,0.206718504429,0.191121026874
892,0.998444855213,0.000661110563669,0.000230178688071,0.000663848419208
893,0.142907857895,0.436272382736,0.100870139897,0.31994959712
904,0.159240961075,0.249906003475,0.448928683996,0.141924336553
905,0.770492196083,0.094240128994,0.114533163607,0.0207345448434
906,0.228151381016,0.355821013451,0.252776771784,0.16325083375
907,0.995552480221,0.0026881902013,0.000373917777324,0.00138544267975
910,0.114713549614,0.681209445,0.136955305934,0.0671216621995
911,0.993003070354,0.00268599763513,0.00154696113896,0.00276396749541
912,0.99866938591,0.000455676170532,0.000467973586638,0.000407017185353
913,0.102993376553,0.228140279651,0.552089691162,0.116776674986
918,0.994517028332,0.00191519071814,0.00169796694536,0.00186976511031
919,0.939128220081,0.0149866016582,0.0121061932296,0.0337789468467
920,0.797161459923,0.106354445219,0.0782621279359,0.0182220246643
921,0.52741754055,0.103890515864,0.196903377771,0.171788558364
926,0.184776678681,0.375154972076,0.302531212568,0.13753709197
927,0.989982783794,0.00140645075589,0.00402653915808,0.004584251903
930,0.076210655272,0.275629460812,0.373329699039,0.274830162525
931,0.41333168745,0.0825654268265,0.360897272825,0.143205583096
962,0.230025142431,0.106330156326,0.332906991243,0.330737709999
963,0.997693002224,0.00103600532748,0.000568391056731,0.000702605582774
964,0.242714509368,0.234041616321,0.233162179589,0.290081679821
965,0.809869647026,0.0296329762787,0.134591236711,0.0259061101824
968,0.100421957672,0.240351617336,0.300177812576,0.359048604965
969,0.507583022118,0.265835225582,0.120531983674,0.10604981333
972,0.643600583076,0.0266934558749,0.236704543233,0.0930014252663
973,0.958441436291,0.0220232121646,0.00700285099447,0.0125325527042
976,0.996959090233,0.000401632918511,0.00156954384875,0.00106978334952
977,0.992008805275,0.00630523636937,0.000883117667399,0.000802892434876
986,0.997810184956,0.00141219992656,0.000236688618315,0.000540889392141
987,0.994722604752,0.00340918032452,0.000818661414087,0.00104954524431
1004,0.975063502789,0.00895086023957,0.0114662330598,0.00451940158382
1005,0.275869160891,0.323817551136,0.246027871966,0.154285386205
1014,0.470244556665,0.173535734415,0.338066875935,0.018152859062
1015,0.415646880865,0.428156673908,0.118216991425,0.0379794873297
1018,0.991439819336,0.0024704518728,0.00123842479661,0.00485131656751
1019,0.172969117761,0.27810767293,0.407044291496,0.141878962517
1028,0.880397260189,0.0954866781831,0.0212322324514,0.00288384803571
1029,0.997994303703,0.000773562351242,0.00015343632549,0.0010787777137
1032,0.297692656517,0.386576354504,0.135384425521,0.180346608162
1033,0.46400359273,0.106729775667,0.33295583725,0.0963107869029
1034,0.997684717178,0.00162318779621,0.000189984362805,0.000502047827467
1035,0.499862641096,0.291616886854,0.164644747972,0.0438757538795
1042,0.99369263649,0.00328029901721,0.00219362112693,0.000833447498735
1043,0.136824831367,0.369100004435,0.409734398127,0.0843407213688
1056,0.994236290455,0.00305610126816,0.00164833571762,0.00105931668077
1057,0.978018701077,0.00313374213874,0.0108411870897,0.00800637062639
1072,0.998990118504,0.000651854556054,7.4100207712e-05,0.000283921341179
1073,0.309116333723,0.542860329151,0.125873163342,0.0221502073109
1076,0.997050285339,0.00179466989357,0.00032519933302,0.000829874596093
1077,0.990314185619,0.00621187267825,0.00179806922097,0.00167590484489
1086,0.997136116028,0.00185310980305,0.000436615286162,0.00057411758462
1087,0.996511518955,0.00204066652805,0.000759838323575,0.000687980500516
1090,0.213002294302,0.199391260743,0.366093873978,0.221512585878
1091,0.997340500355,0.00127310445532,0.000588276830968,0.000798080465756
1094,0.980520546436,0.00848050415516,0.00715997815132,0.00383896403946
1095,0.204447805882,0.221360385418,0.223240017891,0.350951850414
1100,0.973703205585,0.0173732805997,0.00140869803727,0.00751478271559
1101,0.126742810011,0.478267550468,0.320775002241,0.0742146298289
1104,0.999054253101,0.000415898772189,0.000116973147669,0.000412848428823
1105,0.116490371525,0.373526066542,0.250286728144,0.25969684124
1106,0.994877517223,0.00128110905644,0.00182551331818,0.00201584142633
1107,0.9982380867,0.000909253256395,0.000378620199626,0.000474016065709
1112,0.997947752476,0.00108865555376,0.000539659813512,0.000423952034907
1113,0.989379346371,0.00428130244836,0.00134806986898,0.00499133532867
1114,0.970979094505,0.0130047509447,0.00562696903944,0.0103892059997
1115,0.997459471226,0.00133831379935,0.000377052841941,0.000825205817819
1116,0.16327598691,0.204149544239,0.142877683043,0.489696800709
1117,0.171877518296,0.274738401175,0.238814115524,0.314569979906
1122,0.252929955721,0.209517464042,0.306203961372,0.231348648667
1123,0.514063119888,0.218531697989,0.232994735241,0.034410469234
1126,0.464692562819,0.320571452379,0.112125508487,0.102610431612
1127,0.589942097664,0.180785685778,0.189452275634,0.0398199148476
1146,0.988143622875,0.00664144707844,0.00250577484258,0.00270912609994
1147,0.992619931698,0.00290510989726,0.00150491774548,0.00297002308071
1148,0.313614249229,0.254788786173,0.286539942026,0.145056992769
1149,0.971773564816,0.0169007796794,0.0075660366565,0.00375957763754
1158,0.583624839783,0.18864788115,0.158277899027,0.0694493874907
1159,0.125076010823,0.232401058078,0.517975509167,0.124547421932
1160,0.637188315392,0.0787282586098,0.131777614355,0.152305841446
1161,0.975533902645,0.00810278020799,0.00840441510081,0.00795892439783
1162,0.995193421841,0.00130478979554,0.000685445498675,0.00281631061807
1163,0.315149635077,0.286855399609,0.252956479788,0.145038455725
1164,0.996189296246,0.00173945457209,0.000941304315347,0.00112999614794
1165,0.313892096281,0.357731968164,0.142199426889,0.186176463962
1178,0.974260747433,0.00663600955158,0.0100381420925,0.00906513538212
1179,0.512535452843,0.324492752552,0.134331807494,0.0286400038749
1180,0.187639072537,0.420498132706,0.275184512138,0.116678334773
1181,0.232201308012,0.6409060359,0.100678682327,0.0262140110135
1188,0.476442933083,0.245708525181,0.218197256327,0.0596512630582
1189,0.99698895216,0.00091934640659,0.000633582356386,0.00145814358257
1190,0.32028645277,0.449981331825,0.0921769663692,0.137555271387
1191,0.998044610023,0.0011983680306,0.000197193570784,0.00055982847698
1194,0.99015969038,0.00543822580948,0.00153255765326,0.00286955712363
1195,0.306489378214,0.39603766799,0.250711768866,0.0467611774802
1230,0.856597781181,0.046918682754,0.0685821846128,0.0279013868421
1231,0.99565166235,0.00203322968446,0.00100845634006,0.00130670028739
1234,0.0904190391302,0.509706795216,0.198279559612,0.201594591141
1235,0.964454352856,0.00594300962985,0.00702524883673,0.0225773397833
1238,0.380565732718,0.454333335161,0.0704245343804,0.0946763604879
1239,0.276226222515,0.451653569937,0.0557504221797,0.216369733214
1244,0.993046820164,0.00467370916158,0.00146812212188,0.000811362988316
1245,0.282942175865,0.315784007311,0.188262194395,0.213011622429
1250,0.990343332291,0.00305068586022,0.00300482148305,0.00360120856203
1251,0.997349739075,0.000396841467591,0.00138842442539,0.000865012581926
1262,0.981293976307,0.00730258366093,0.00274961185642,0.00865386612713
1263,0.137577325106,0.155938357115,0.554342925549,0.152141362429
1274,0.698558270931,0.118793569505,0.11561306566,0.0670351460576
1275,0.348438113928,0.400440365076,0.197773486376,0.0533480085433
1276,0.619396448135,0.233298331499,0.127421200275,0.0198840424418
1277,0.75595331192,0.133963912725,0.0575093962252,0.0525733754039
1280,0.999046742916,0.00041589565808,0.000124559810502,0.000412845314713
1281,0.986906349659,0.0103190140799,0.00112021923997,0.00165448139887
1292,0.992710232735,0.00474333204329,0.000714025751222,0.00183235632721
1293,0.999143123627,0.00035051436862,0.000168313883478,0.000338011042913
1298,0.212633356452,0.334389358759,0.309691220522,0.143286034465
1299,0.44522574544,0.0938514024019,0.418424516916,0.0424983687699
1310,0.988820791245,0.00143725553062,0.00502494908869,0.00471698166803
1311,0.991745889187,0.00125300220679,0.00387855805457,0.00312254950404
1314,0.329499781132,0.261368006468,0.199300378561,0.209831848741
1315,0.391500115395,0.357442170382,0.184739038348,0.0663186982274
1316,0.994898855686,0.00314414175227,0.00153264205437,0.000424383440986
1317,0.902891159058,0.0607985854149,0.0106745623052,0.0256357695907
1322,0.988086342812,0.00455557694659,0.00358073832467,0.00377736310475
1323,0.991453409195,0.00376159325242,0.00177443271969,0.00301057612523
1336,0.159539073706,0.449292868376,0.225065037608,0.166102990508
1337,0.991488099098,0.00145640294068,0.00361173949204,0.00344376522116
1340,0.991096019745,0.00370793440379,0.00194393435959,0.00325213558972
1341,0.352669507265,0.585142016411,0.00890899263322,0.0532794743776
1344,0.991270780563,0.00752232084051,0.000427509512519,0.000779403315391
1345,0.996348321438,0.00216986844316,0.000665718340315,0.000816069426946
1346,0.995861232281,0.00163244595751,0.00109219783917,0.00141414056998
